id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	66	101	148	10	0	82	72	35
3	0	22	249	293	2	0	271	269	227
20	0	298	329	746	28	4	448	416	31
9	0	99	733	760	5	0	661	656	634
27	0	417	461	784	18	1	367	348	44
29	0	480	794	795	1	0	315	314	314
28	0	451	826	883	4	1	432	427	375
25	0	392	837	972	16	1	580	563	445
5	0	58	280	1086	45	5	1028	978	222
26	0	394	837	1099	9	2	705	694	443
19	0	278	308	1131	3	3	853	847	30
24	0	385	944	1171	32	4	786	750	559
16	0	180	260	1336	27	1	1156	1128	80
21	0	319	1274	1373	3	2	1054	1049	955
18	0	270	1245	1390	19	1	1120	1100	975
12	0	122	169	1476	11	2	1354	1341	47
15	0	179	1511	1517	6	0	1338	1332	1332
23	0	348	1141	1528	11	8	1180	1161	793
17	0	264	1411	1592	16	3	1328	1309	1147
13	0	159	1561	1703	10	1	1544	1533	1402
22	0	341	1142	1757	22	5	1416	1389	801
2	0	20	30	1825	18	1	1805	1786	10
11	0	121	1624	1838	21	5	1717	1691	1503
14	0	161	1550	1922	30	6	1761	1725	1389
10	0	102	1715	1960	18	5	1858	1835	1613
7	0	92	1878	1975	23	2	1883	1858	1786
8	0	95	1867	1988	11	1	1893	1881	1772
4	0	29	1998	2077	16	3	2048	2029	1969
1	1	0	10	2137	22	3	2137	2112	10
30	1	486	520	2316	80	16	1830	1734	34
0	0	0	0	2316	-21	0	2316	2337	0
