id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	21	160	173	13	0	152	139	139
16	0	206	573	575	2	0	369	367	367
22	0	255	671	1037	4	2	782	776	416
25	0	315	709	1403	28	3	1088	1057	394
1	0	0	10	1516	115	4	1516	1397	10
23	0	291	684	1709	13	0	1418	1405	393
8	0	69	360	1771	20	5	1702	1677	291
13	0	134	499	1847	36	4	1713	1673	365
17	0	217	585	1914	34	3	1697	1660	368
3	0	14	126	2164	60	13	2150	2077	112
15	0	183	559	2191	48	5	2008	1955	376
19	0	230	633	2244	56	6	2014	1952	403
7	0	49	337	2330	38	4	2281	2239	288
21	0	253	657	2469	24	1	2216	2191	404
18	0	221	619	2631	43	3	2410	2364	398
9	0	71	371	2685	80	12	2614	2522	300
12	0	122	476	2870	84	5	2748	2659	354
5	0	34	183	2904	69	12	2870	2789	149
20	0	233	646	2915	48	4	2682	2630	413
14	0	181	545	3084	52	13	2903	2838	364
6	0	41	216	3199	176	7	3158	2975	175
2	0	9	112	3248	72	14	3239	3153	103
24	0	303	698	3259	51	8	2956	2897	395
10	0	83	403	3296	67	8	3213	3138	320
11	0	114	426	3463	117	23	3349	3209	312
0	0	0	0	3463	-7	0	3463	3470	0
