id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	11	1	0	11	10	10
13	0	196	220	344	2	1	148	145	24
14	0	230	354	366	12	0	136	124	124
22	0	383	431	620	43	1	237	193	48
26	0	474	630	736	16	2	262	244	156
27	0	524	807	832	25	0	308	283	283
8	0	126	179	940	60	2	814	752	53
10	0	134	991	1008	17	0	874	857	857
23	0	398	964	1024	23	2	626	601	566
4	0	37	63	1124	62	1	1087	1024	26
11	0	135	1134	1287	45	2	1152	1105	999
2	0	15	25	1300	79	14	1285	1192	10
6	0	68	117	1342	172	4	1274	1098	49
5	0	59	711	1389	33	1	1330	1296	652
24	0	451	1419	1484	32	1	1033	1000	968
20	0	293	1399	1498	27	2	1205	1176	1106
28	0	538	1034	1701	57	5	1163	1101	496
3	0	27	1581	1720	31	4	1693	1658	1554
12	0	178	1078	1824	91	8	1646	1547	900
15	0	243	1648	1838	66	3	1595	1526	1405
25	0	464	516	1859	52	5	1395	1338	52
19	0	268	1869	1924	13	2	1656	1641	1601
18	0	264	388	2029	86	8	1765	1671	124
21	0	313	746	2066	44	5	1753	1704	433
9	0	128	854	2080	51	5	1952	1896	726
30	0	574	2118	2147	29	0	1573	1544	1544
7	0	76	442	2165	99	4	2089	1986	366
16	0	253	1934	2194	42	1	1941	1898	1681
17	0	261	2234	2270	36	0	2009	1973	1973
29	0	568	642	2384	90	7	1816	1719	74
0	0	0	0	2384	-12	0	2384	2396	0
